species,marker,n_sequences,max_intra,min_inter,gap_exists,gap_width,p_overlap,q_overlap,median_intra,median_inter,intra_95,inter_5,percentile_gap,robust_gap,n_congeners_in_db,min_congeneric,congeneric_gap,congeneric_p_overlap,congeneric_q_overlap,n_diagnostic_sites,sampling_adequacy,taxonomic_resolution,gap_may_be_undersampling_artifact,error_msg,assignment_risk,recommended_threshold
Parachromis managuensis,16S,5,0.022962962962962963,0.024074074074074074,TRUE,0.0011111111111111113,0,0,0.011666666666666665,0.0725925925925926,0.022962962962962963,0.04148148148148148,0.018518518518518517,TRUE,0,NA,NA,NA,NA,1,low,species,TRUE,NA,moderate,0.97
Parastromateus niger,16S,6,0.0874074074074074,0.03185185185185185,FALSE,-0.05555555555555555,0.7333,0.3652,0.05074074074074074,0.10333333333333333,0.08299999999999999,0.05740740740740741,-0.025592592592592583,FALSE,0,NA,NA,NA,NA,2,low,genus_or_higher,FALSE,NA,high,0.97
Perca fluviatilis,16S,29,0.2662962962962963,0.004814814814814815,FALSE,-0.2614814814814815,0.7833,0.6776,0.024074074074074074,0.08592592592592592,0.21555555555555556,0.04407407407407407,-0.17148148148148148,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Percocypris regani,16S,6,0.2374074074074074,0.045925925925925926,FALSE,-0.19148148148148147,0.3333,0.0653,0.0011111111111111111,0.48148148148148145,0.23714814814814816,0.17185185185185184,-0.06529629629629632,FALSE,0,NA,NA,NA,NA,4,low,genus_or_higher,FALSE,NA,high,0.97
Planiliza haematocheilus,16S,8,0.49592592592592594,0.021111111111111112,FALSE,-0.4748148148148148,0.6429,0.956,0.35814814814814816,0.39666666666666667,0.49592592592592594,0.06518518518518518,-0.43074074074074076,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Platycephalus indicus,16S,7,0.09518518518518519,0.025555555555555557,FALSE,-0.06962962962962964,0.2857,0.5268,0.01962962962962963,0.08222222222222222,0.09518518518518519,0.04296296296296296,-0.05222222222222223,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Poecilia reticulata,16S,12,0.12555555555555556,0.03333333333333333,FALSE,-0.09222222222222223,0.4394,0.572,0.026111111111111113,0.09407407407407407,0.12185185185185185,0.052592592592592594,-0.06925925925925926,FALSE,0,NA,NA,NA,NA,1,low,genus_or_higher,FALSE,NA,high,0.97
Prochilodus lineatus,16S,6,0.06518518518518518,0.02148148148148148,FALSE,-0.0437037037037037,0.7333,0.2604,0.04037037037037037,0.08259259259259259,0.06492592592592591,0.05074074074074074,-0.014185185185185176,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Protosalanx chinensis,16S,9,0.4085185185185185,0.008888888888888889,FALSE,-0.3996296296296296,0.8611,0.8232,0.20444444444444446,0.2737037037037037,0.4085185185185185,0.05555555555555555,-0.3529629629629629,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Pseudorasbora parva,16S,34,0.6066666666666667,0.014074074074074074,FALSE,-0.5925925925925926,0.8182,0.9877,0.2796296296296296,0.29962962962962963,0.5966666666666667,0.05962962962962963,-0.5370370370370371,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Pterygoplichthys disjunctivus,16S,11,0.023703703703703703,0.02,FALSE,-0.003703703703703702,0.0545,2e-4,0.01074074074074074,0.0837037037037037,0.01985185185185185,0.04555555555555556,0.025703703703703708,TRUE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Pygocentrus nattereri,16S,7,0.055185185185185184,0.014814814814814815,FALSE,-0.04037037037037037,0.5238,0.1187,0.02851851851851852,0.07592592592592592,0.04666666666666667,0.04925925925925926,0.0025925925925925908,TRUE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Rhodeus ocellatus,16S,10,0.020370370370370372,0.012592592592592593,FALSE,-0.007777777777777779,0.4667,0.0036,0.001851851851851852,0.07037037037037037,0.02,0.04259259259259259,0.02259259259259259,TRUE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Rhynchocypris lagowskii,16S,32,0.053703703703703705,3.7037037037037035e-4,FALSE,-0.05333333333333334,0.9677,0.031,0.006666666666666667,0.3162962962962963,0.05296296296296296,0.0725925925925926,0.019629629629629636,TRUE,1,3.7037037037037035e-4,-0.05333333333333334,0.9677,0.9169,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Rhynchocypris oxycephalus,16S,56,0.05592592592592593,3.7037037037037035e-4,FALSE,-0.05555555555555556,0.9883,0.0194,0.015925925925925927,0.3174074074074074,0.05407407407407407,0.11074074074074074,0.056666666666666664,TRUE,1,3.7037037037037035e-4,-0.05555555555555556,0.9883,0.9888,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Salanx ariakensis,16S,5,0.023333333333333334,0.008888888888888889,FALSE,-0.014444444444444446,0.4,0.0011,0.0012962962962962963,0.07666666666666666,0.023333333333333334,0.05148148148148148,0.028148148148148148,TRUE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Sander lucioperca,16S,5,0.12222222222222222,0.004814814814814815,FALSE,-0.1174074074074074,0.9,0.5211,0.02537037037037037,0.10666666666666667,0.12038888888888888,0.03888888888888889,-0.08149999999999999,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Schizopygopsis eckloni,16S,21,0.24555555555555555,0.002962962962962963,FALSE,-0.24259259259259258,0.6667,0.0609,0.009259259259259259,0.49,0.23872222222222222,0.21716666666666673,-0.021555555555555495,FALSE,2,0.002962962962962963,-0.24259259259259258,0.6667,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Schizopygopsis microcephala,16S,5,0.23777777777777778,0.002962962962962963,FALSE,-0.2348148148148148,0.8,0.0678,0.009074074074074075,0.4885185185185185,0.23777777777777778,0.17888888888888888,-0.05888888888888891,FALSE,2,0.002962962962962963,-0.2348148148148148,0.8,0.8615,0,low,genus_or_higher,FALSE,NA,high,0.97
Schizopygopsis potanini,16S,5,0.008888888888888889,0.003703703703703704,FALSE,-0.005185185185185185,0.6,0.0055,0.007592592592592593,0.49407407407407405,0.008888888888888889,0.20185185185185187,0.19296296296296298,TRUE,2,0.003703703703703704,-0.005185185185185185,0.6,0.3538,1,low,genus_or_higher,FALSE,NA,high,0.97
Silurus asotus,16S,21,0.4311111111111111,0.02,FALSE,-0.4111111111111111,0.5667,0.6595,0.20537037037037037,0.3274074074074074,0.2985185185185185,0.10814814814814815,-0.19037037037037036,FALSE,0,NA,NA,NA,NA,5,low,genus_or_higher,FALSE,NA,high,0.97
Takifugu alboplumbeus,16S,5,0.26296296296296295,0.002962962962962963,FALSE,-0.26,0.9,0.4698,0.24796296296296294,0.2777777777777778,0.26246296296296295,0.05,-0.21246296296296296,FALSE,2,0.002962962962962963,-0.26,0.9,0.72,0,low,genus_or_higher,FALSE,NA,high,0.97
Takifugu porphyreus,16S,5,0.26296296296296295,0.0022222222222222222,FALSE,-0.2607407407407407,0.4,0.5777,9.25925925925926e-4,0.13185185185185186,0.2627962962962963,0.044814814814814814,-0.2179814814814815,FALSE,2,0.0022222222222222222,-0.2607407407407407,0.4,0.73,0,low,genus_or_higher,FALSE,NA,high,0.97
Takifugu rubripes,16S,15,0.4648148148148148,0.0022222222222222222,FALSE,-0.46259259259259256,0.9333,0.8996,0.08555555555555555,0.2337037037037037,0.4488888888888889,0.04962962962962963,-0.39925925925925926,FALSE,2,0.0022222222222222222,-0.46259259259259256,0.9333,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Terapon jarbua,16S,6,0.2940740740740741,0.027407407407407408,FALSE,-0.2666666666666667,0.4667,0.6147,0.024814814814814814,0.09481481481481481,0.29329629629629633,0.044814814814814814,-0.24848148148148153,FALSE,0,NA,NA,NA,NA,1,low,genus_or_higher,FALSE,NA,high,0.97
Tinca tinca,16S,6,0.04814814814814815,0.008518518518518519,FALSE,-0.039629629629629626,0.6667,0.1026,0.013333333333333334,0.07555555555555556,0.04788888888888889,0.03962962962962963,-0.008259259259259258,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Trichogaster fasciata,16S,5,0.09185185185185185,0.028888888888888888,FALSE,-0.06296296296296297,0.4,0.4982,0.019074074074074077,0.09259259259259259,0.09151851851851853,0.04962962962962963,-0.0418888888888889,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Zacco platypus,16S,7,0.29444444444444445,0.015925925925925927,FALSE,-0.2785185185185185,0.5238,0.3663,0.016296296296296295,0.3118518518518518,0.2940740740740741,0.05592592592592593,-0.23814814814814816,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Triplophysa pappenheimi,16S,9,0.0022222222222222222,0.01037037037037037,TRUE,0.008148148148148147,0,0,9.25925925925926e-4,0.4885185185185185,0.001851851851851852,0.2024814814814816,0.20062962962962974,TRUE,1,0.01037037037037037,0.008148148148148147,0,0,4,low,species,TRUE,NA,moderate,0.97
Triplophysa robusta,16S,47,0.003703703703703704,0.01037037037037037,TRUE,0.006666666666666666,0,0,0.0014814814814814814,0.4885185185185185,0.002962962962962963,0.267037037037037,0.26407407407407407,TRUE,1,0.01037037037037037,0.006666666666666666,0,0,2,moderate,species,FALSE,NA,moderate,0.97
Abramis brama,genome,5,0.004868511845434333,0.0413440159472514,TRUE,0.03647550410181707,0,0,0.0028463543663267655,0.08427892356053056,0.004678754887679215,0.04276240128804723,0.038083646400368015,TRUE,0,NA,NA,NA,NA,26,low,species,TRUE,NA,low,0.97
Acanthogobius hasta,genome,5,0.0030859464847044393,0.07716782948708119,TRUE,0.07408188300237675,0,0,0.00232883539063099,0.10327378670551253,0.002827186996856551,0.08417350302844438,0.08134631603158783,TRUE,0,NA,NA,NA,NA,245,low,species,TRUE,NA,low,0.97
Acheilognathus tabira,genome,5,0.03363873342022541,0.0602238748754121,TRUE,0.026585141455186694,0,0,0.025415931917503642,0.09060415548570114,0.03312121444452963,0.06100973702369087,0.02788852257916124,TRUE,0,NA,NA,NA,NA,113,low,species,TRUE,NA,low,0.97
Acrossocheilus fasciatus,genome,42,0.010925400598021927,0.041823200184006745,TRUE,0.03089779958598482,0,0,0.001456720079736257,0.0857164762707966,0.010580387947558077,0.0427240665491068,0.03214367860154872,TRUE,0,NA,NA,NA,NA,53,low,species,TRUE,NA,low,0.97
Ameiurus nebulosus,genome,6,0.005941884535766311,0.040423982212681134,TRUE,0.03448209767691482,0,0,0.005386030821130108,0.08631066472437322,0.005847964425362263,0.06024304224488231,0.05439507781952005,TRUE,0,NA,NA,NA,NA,29,low,species,TRUE,NA,low,0.97
Bostrychus sinensis,genome,24,0.0021275780111937436,0.061124741240512155,TRUE,0.05899716322931841,0,0,8.241968872191981e-4,0.09085333128881393,0.002050908533312888,0.0713984512765468,0.06934754274323392,TRUE,0,NA,NA,NA,NA,46,low,species,TRUE,NA,low,0.97
Carassius auratus,genome,34,0.04487081192977076,0.03158782488691252,FALSE,-0.013282987042858234,0.4991,0.0337,0.009181169976232462,0.08811239745457333,0.04149735490301311,0.045829180403281454,0.004331825500268345,TRUE,0,NA,NA,NA,NA,7,low,genus_or_higher,FALSE,NA,high,0.97
Channa argus,genome,7,0.0014950548186766848,0.06934754274323392,TRUE,0.06785248792455723,0,0,7.858621482787702e-4,0.09242505558537147,0.0014183853407958291,0.07366020087403205,0.07224181553323622,TRUE,0,NA,NA,NA,NA,106,low,species,TRUE,NA,low,0.97
Coilia brachygnathus,genome,6,0.0023384190753660966,1.1500421682128345e-4,FALSE,-0.0022234148585448133,1,0.0098,0.0015333895576171127,0.09443762937974393,0.0023115847581077972,0.08916181093306755,0.08685022617495974,TRUE,2,1.1500421682128345e-4,-0.0022234148585448133,1,0.3824,0,low,genus_or_higher,FALSE,NA,high,0.97
Coilia mystus,genome,6,0.027850187840220808,0.022521659127501342,FALSE,-0.005328528712719466,0.5333,0.022,0.023115847581077972,0.09869278540213142,0.027501341715862916,0.09163919343709269,0.06413785172122977,TRUE,2,0.022521659127501342,-0.005328528712719466,0.5333,0.8627,44,low,genus_or_higher,FALSE,NA,high,0.97
Coilia nasus,genome,11,0.02227248332438856,1.1500421682128345e-4,FALSE,-0.022157479107567275,1,0.0091,0.002702599095300161,0.0949551483554397,0.018417925323928545,0.08939661120907767,0.07097868588514913,TRUE,2,1.1500421682128345e-4,-0.022157479107567275,1,0.5,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Ctenopharyngodon idella,genome,7,0.03787472207314268,0.025914283523729202,FALSE,-0.011960438549413477,0.2857,0.1581,6.516905619872728e-4,0.08128881392317719,0.037644713639500116,0.026527639346776048,-0.011117074292724068,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Culter alburnus,genome,15,0.0025875948784788777,0.019550716859618185,TRUE,0.016963121981139306,0,0,6.900253009277007e-4,0.08094380127271333,0.0023460860231541824,0.025971785632139845,0.02362569960898566,TRUE,0,NA,NA,NA,NA,3,low,species,TRUE,NA,moderate,0.97
Cynoglossus semilaevis,genome,8,0.008912826803649467,0.123476194127118,TRUE,0.11456336732346853,0,0,0.0027984359426512307,0.13802422755501034,0.007066050755194357,0.13286820516752282,0.12580215441232845,TRUE,0,NA,NA,NA,NA,1403,low,species,TRUE,NA,low,0.97
Cyprinus carpio,genome,40,0.42265966418768686,0.03158782488691252,FALSE,-0.3910718393007743,0.2333,0.9919,0.0019550716859618187,0.08182550026834318,0.2171854634669938,0.04214904546500038,-0.17503641800199343,FALSE,0,NA,NA,NA,NA,1,low,genus_or_higher,FALSE,NA,high,0.97
Hemibarbus labeo,genome,5,0.006210227708349306,0.0413440159472514,TRUE,0.03513378823890209,0,0,0.0031817833320555086,0.08401058038794756,0.006192977075826113,0.04253239285440466,0.03633941577857855,TRUE,0,NA,NA,NA,NA,14,low,species,TRUE,NA,low,0.97
Hemiculter leucisculus,genome,6,0.01573641033504562,0.02614429195737177,TRUE,0.01040788162232615,0,0,0.015563904009813693,0.08197883922410489,0.01573641033504562,0.028861266579774593,0.013124856244728974,TRUE,0,NA,NA,NA,NA,1,low,species,TRUE,NA,moderate,0.97
Hypophthalmichthys molitrix,genome,27,0.013819673388024228,0.015218891359349843,TRUE,0.001399217971325615,0,0,0.001456720079736257,0.08128881392317719,0.011193743770604923,0.01853484627769685,0.007341102507091926,TRUE,1,0.015218891359349843,0.001399217971325615,0,0,2,moderate,species,FALSE,NA,moderate,0.97
Hypophthalmichthys nobilis,genome,35,0.006785248792455723,0.015218891359349843,TRUE,0.00843364256689412,0,0,0.0012075442766234761,0.08134631603158783,0.004768841524189215,0.025530936134324927,0.02076209461013571,TRUE,1,0.015218891359349843,0.00843364256689412,0,0,3,moderate,species,FALSE,NA,moderate,0.97
Ictalurus punctatus,genome,10,0.037453039944797976,0.040423982212681134,TRUE,0.0029709422678831574,0,0,0.0030667791152342253,0.08942536226328299,0.03558997163229319,0.05895882849037798,0.02336885685808479,TRUE,0,NA,NA,NA,NA,30,low,species,TRUE,NA,moderate,0.97
Labeo catla,genome,5,0.34380510618722687,0.01853484627769685,FALSE,-0.32527025990953,0.4,0.7955,0.0031817833320555086,0.087364870045235,0.34379648087096526,0.03553630299777658,-0.30826017787318866,FALSE,1,0.01853484627769685,-0.32527025990953,0.4,0.8,2,low,genus_or_higher,FALSE,NA,high,0.97
Labeo rohita,genome,11,0.05656290730660124,0.01853484627769685,FALSE,-0.038028061028904395,0.5818,0.3027,0.02006823583531396,0.0804837844054282,0.053940811163075975,0.038641416851951244,-0.015299394311124731,FALSE,1,0.01853484627769685,-0.038028061028904395,0.5818,0.8,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Lepomis gibbosus,genome,12,0.2308326305297861,1.1500421682128345e-4,FALSE,-0.2307176263129648,1,0.9009,0.0033926243962278616,0.0911025070919267,0.21952388254235988,0.06374971248945795,-0.15577417005290195,FALSE,1,1.1500421682128345e-4,-0.2307176263129648,1,0.9306,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Lepomis macrochirus,genome,12,0.04251322548493445,1.1500421682128345e-4,FALSE,-0.04239822126811316,1,0.0149,0.0016483937744383962,0.08937744383960745,0.04229759257839454,0.061549298474277474,0.01925170589588293,TRUE,1,1.1500421682128345e-4,-0.04239822126811316,1,0.8194,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Megalobrama amblycephala,genome,6,0.03766388100897033,0.019550716859618185,FALSE,-0.018113164149352143,0.5333,0.0641,0.036648010427048995,0.0876523805872882,0.03759679521582458,0.027557885455800048,-0.010038909760024535,FALSE,0,NA,NA,NA,NA,4,low,genus_or_higher,FALSE,NA,high,0.97
Micropterus salmoides,genome,16,0.01692478724219888,0.052671931304147816,TRUE,0.03574714406194894,0,0,0.0025780111937437704,0.08893659434179253,0.016637276700145674,0.05999386644176953,0.04335658974162386,TRUE,0,NA,NA,NA,NA,11,low,species,TRUE,NA,low,0.97
Misgurnus anguillicaudatus,genome,24,0.025780111937437705,0.0418998696618876,TRUE,0.016119757724449894,0,0,0.0232883539063099,0.08636816683278387,0.025157172429655754,0.06652993943111248,0.04137276700145672,TRUE,1,0.0418998696618876,0.016119757724449894,0,0,69,moderate,species,FALSE,NA,moderate,0.97
Misgurnus dabryanus,genome,8,0.009852027907689949,0.0418998696618876,TRUE,0.03204784175419765,0,0,0.003085946484704439,0.08458560147205398,0.009792609062332286,0.0649007130261443,0.05510810396381201,TRUE,1,0.0418998696618876,0.03204784175419765,0,0,14,low,species,TRUE,NA,low,0.97
Monopterus albus,genome,12,0.06955838380740627,0.09265506401901404,TRUE,0.023096680211607767,0,0,0.005194357126427969,0.10693475427432339,0.06834604768841525,0.09696772214981215,0.028621674461396907,TRUE,0,NA,NA,NA,NA,270,low,species,TRUE,NA,low,0.97
Mylopharyngodon piceus,genome,32,0.0020317411638426743,0.024725906616575942,TRUE,0.022694165452733266,0,0,9.583684735106954e-4,0.08016752280916967,0.0017298550946868052,0.025684275090086636,0.02395441999539983,TRUE,0,NA,NA,NA,NA,5,low,species,TRUE,NA,low,0.97
Oncorhynchus mykiss,genome,29,0.04308824656904087,0.07954458330138772,TRUE,0.036456336732346856,0,0,0.001245879015563904,0.08872575327762018,0.04097983592731733,0.08399141301847735,0.04301157709116001,TRUE,0,NA,NA,NA,NA,104,low,species,TRUE,NA,low,0.97
Oreochromis niloticus,genome,7,0.02349919497048225,0.06549490147972092,TRUE,0.04199570650923867,0,0,0.002280916966955455,0.09096833550563521,0.023460860231541824,0.06963505328528713,0.0461741930537453,TRUE,0,NA,NA,NA,NA,67,low,species,TRUE,NA,low,0.97
Oryzias latipes,genome,16,0.5272751667561144,0.08759487847887756,FALSE,-0.4396802882772368,0.325,0.996,0.042034041248179096,0.10718393007743618,0.5232308517978993,0.09438012727133328,-0.42885072452656603,FALSE,0,NA,NA,NA,NA,5,low,genus_or_higher,FALSE,NA,high,0.97
Pampus argenteus,genome,6,0.016541439852794604,0.08385724143218584,TRUE,0.06731580157939124,0,0,0.011826266963121982,0.10771103273786706,0.01652802269416545,0.09224775741777198,0.07571973472360653,TRUE,0,NA,NA,NA,NA,520,low,species,TRUE,NA,low,0.97
Perca fluviatilis,genome,8,0.016637276700145674,0.05322778501878402,TRUE,0.036590508318638346,0,0,0.002137161695928851,0.09056582074676071,0.015486276163459326,0.06419918730353447,0.048712911140075144,TRUE,0,NA,NA,NA,NA,35,low,species,TRUE,NA,low,0.97
Plecoglossus altivelis,genome,6,0.0015717242965575405,0.08013877175496435,TRUE,0.07856704745840681,0,0,2.875105420532086e-4,0.09861611592425056,0.001544889979299241,0.08853407958291803,0.08698918960361879,TRUE,0,NA,NA,NA,NA,186,low,species,TRUE,NA,low,0.97
Polyodon spathula,genome,5,0.002740933834240589,0.03712719466380434,TRUE,0.03438626082956375,0,0,0.0020988269569884232,0.09244422295484168,0.0026978072529326076,0.08515487234531932,0.08245706509238672,TRUE,0,NA,NA,NA,NA,78,low,species,TRUE,NA,low,0.97
Rhinogobius similis,genome,6,0.007666947788085563,0.061124741240512155,TRUE,0.05345779345242659,0,0,0.004753507628613049,0.09424595568504178,0.007613279153568964,0.07018611515755578,0.06257283600398682,TRUE,0,NA,NA,NA,NA,47,low,species,TRUE,NA,low,0.97
Sarcocheilichthys sinensis,genome,7,0.005558537146362033,0.046672544659970866,TRUE,0.04111400751360883,0,0,0.0013608832323851875,0.08611899102967109,0.0054243655600705355,0.04740090469983899,0.041976539139768454,TRUE,0,NA,NA,NA,NA,51,low,species,TRUE,NA,low,0.97
Schistura fasciolata,genome,5,0.07049758491144675,0.05359196503871809,FALSE,-0.016905619872728664,0.3,0.3514,0.03438626082956375,0.08757571110940734,0.06400272176646477,0.05957218431342483,-0.004430537453039937,FALSE,0,NA,NA,NA,NA,4,low,genus_or_higher,FALSE,NA,high,0.97
Schizopygopsis eckloni,genome,8,0.05640956835083953,0.05092770068235835,FALSE,-0.0054818676684811815,0.1786,0.0783,0.01660852564594035,0.09144751974239056,0.05425898949628153,0.05410085869815227,-1.5813079812926345e-4,FALSE,0,NA,NA,NA,NA,54,low,genus_or_higher,FALSE,NA,high,0.97
Silurus asotus,genome,49,0.03833473894042782,0.020202407421605457,FALSE,-0.01813233151882236,0.2364,0.0216,0.012401288047228398,0.0923292187380204,0.02766330598788622,0.06283638733420226,0.03517308134631604,TRUE,2,0.020202407421605457,-0.01813233151882236,0.2364,0.6113,5,moderate,genus_or_higher,FALSE,NA,high,0.97
Silurus glanis,genome,12,0.5688491911370084,0.027294334125584605,FALSE,-0.5415548570114238,0.6818,0.9989,0.22028099363643333,0.09898029594418462,0.5172314651537223,0.04748619949398146,-0.46974526565974084,FALSE,2,0.027294334125584605,-0.5415548570114238,0.6818,1,2,moderate,genus_or_higher,FALSE,NA,high,0.97
